gm_naam,gwb_code_10,gwb_code_8,regio,recs,gwb_code,a_inw,a_man,p_man,a_vrouw,p_vrouw,a_00_14,p_00_14,a_15_24,p_15_24,a_25_44,p_25_44,a_45_64,p_45_64,a_65_oo,p_65_oo,a_ongeh,p_ongeh,a_gehuwd,p_gehuwd,a_gesch,p_gesch,a_verwed,p_verwed,a_w_all,p_w_all,a_nw_all,p_nw_all,a_marok,p_marok,a_antaru,p_antaru,a_suri,p_suri,a_tur,p_tur,a_ov_nw,p_ov_nw,a_hh,a_1p_hh,p_1p_hh,a_hh_z_k,p_hh_z_k,a_hh_m_k,p_hh_m_k,g_hhgro,bev_dich,a_woning,g_woz,p_1gezw,p_mgezw,p_bjj2k,p_bjo2k,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_ru,a_pau,a_lftj6j,a_lfto6j,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_bau,a_m2w,a_opp_ha,a_lan_ha,a_wat_ha,ste_mvs,ste_oad
Appingedam,GM0003,3,Appingedam,Gemeente,GM0003,12001,5802,48.3,6199,51.7,1825,15.2,1232,10.3,2554,21.3,3565,29.7,2825,23.5,5045,42,5059,42.2,1008,8.4,889,7.4,898,7.5,699,5.8,44,0.4,83,0.7,72,0.6,270,2.2,230,1.9,5594,2032,36.3,1842,32.9,1720,30.7,2.1,505,5881,131,72,28,85,15,570,35,80,180,40,45,105,90,5315,1610,3705,4520,795,0.9,223,390,555,2458,2378,80,3,1041
Bedum,GM0005,5,Bedum,Gemeente,GM0005,10433,5230,50.1,5203,49.9,1748,16.8,1196,11.5,2169,20.8,3213,30.8,2107,20.2,4548,43.6,4780,45.8,602,5.8,503,4.8,445,4.3,292,2.8,8,0.1,29,0.3,17,0.2,11,0.1,227,2.2,4350,1236,28.4,1542,35.4,1572,36.1,2.3,234,4570,171,85,15,87,13,700,80,120,145,55,60,145,90,4855,1420,3435,3925,930,1.1,109,625,495,4496,4454,41,4,681
Bellingwedde,GM0007,7,Bellingwedde,Gemeente,GM0007,8971,4537,50.6,4434,49.4,1192,13.3,863,9.6,1611,18,2975,33.2,2330,26,3323,37,4292,47.8,711,7.9,645,7.2,712,7.9,289,3.2,4,0,11,0.1,27,0.3,9,0.1,238,2.7,3963,1160,29.3,1597,40.3,1206,30.4,2.2,83,4116,160,94,6,94,6,700,150,130,140,40,40,120,85,5210,1345,3865,4030,1185,1.3,48,785,610,11009,10837,172,5,151
Ten Boer,GM0009,9,Ten Boer,Gemeente,GM0009,7352,3660,49.8,3692,50.2,1359,18.5,838,11.4,1560,21.2,2205,30,1390,18.9,3258,44.3,3175,43.2,457,6.2,462,6.3,307,4.2,186,2.5,1,0,20,0.3,28,0.4,11,0.1,126,1.7,2963,808,27.3,983,33.2,1172,39.6,2.4,162,3017,165,91,9,86,14,555,95,100,95,30,40,120,75,3615,995,2620,2900,710,1.2,80,470,455,4573,4531,42,5,367
Delfzijl,GM0010,10,Delfzijl,Gemeente,GM0010,25068,12571,50.1,12497,49.9,3548,14.2,2663,10.6,5101,20.3,7750,30.9,6006,24,10217,40.8,11068,44.2,1976,7.9,1807,7.2,1969,7.9,2351,9.4,28,0.1,623,2.5,288,1.1,580,2.3,832,3.3,11564,4082,35.3,3886,33.6,3596,31.1,2.1,188,12273,122,78,22,92,8,1565,170,250,370,260,100,230,190,12045,3615,8430,9915,2125,1,90,1505,1300,22750,13313,9436,4,681
Groningen,GM0014,14,Groningen,Gemeente,GM0014,200952,100159,49.8,100793,50.2,24537,12.2,48155,24,60984,30.3,42915,21.4,24361,12.1,135586,67.5,44557,22.2,14052,7,6757,3.4,23491,11.7,22764,11.3,1235,0.6,3646,1.8,3331,1.7,1446,0.7,13106,6.5,121157,74709,61.7,25038,20.7,21410,17.7,1.6,2549,99250,154,36,64,88,12,15330,70,1440,3225,1985,1210,4675,2725,70415,25360,45055,51395,19015,0.6,893,9235,5090,8378,7885,493,1,3379
Grootegast,GM0015,15,Grootegast,Gemeente,GM0015,12155,6194,51,5961,49,2261,18.6,1543,12.7,2710,22.3,3549,29.2,2092,17.2,5656,46.5,5289,43.5,612,5,598,4.9,303,2.5,139,1.1,4,0,5,0,13,0.1,1,0,116,1,4802,1258,26.2,1514,31.5,2030,42.3,2.5,140,4946,191,92,8,86,14,1035,195,245,240,50,60,150,95,6350,1210,5135,4560,1790,1.3,73,1165,825,8774,8671,103,5,227
Haren,GM0017,17,Haren,Gemeente,GM0017,19076,9114,47.8,9962,52.2,3142,16.5,1811,9.5,3458,18.1,5582,29.3,5083,26.6,8094,42.4,8223,43.1,1401,7.3,1358,7.1,1466,7.7,865,4.5,14,0.1,56,0.3,68,0.4,29,0.2,698,3.7,8547,3057,35.8,2788,32.6,2702,31.6,2.2,420,8612,261,77,23,92,8,1605,35,150,275,100,240,575,230,9285,2740,6540,7280,2005,1.1,204,675,575,5073,4542,532,4,862
Hoogezand-Sappemeer,GM0018,18,Hoogezand-Sappemeer,Gemeente,GM0018,34177,16913,49.5,17264,50.5,5344,15.6,3692,10.8,7810,22.9,10013,29.3,7318,21.4,15125,44.3,13815,40.4,3002,8.8,2235,6.5,2452,7.2,3987,11.7,260,0.8,415,1.2,1321,3.9,1081,3.2,910,2.7,15654,5681,36.3,4855,31,5118,32.7,2.1,514,15971,134,70,30,86,14,1890,70,330,540,145,175,370,260,15905,4005,11895,13235,2670,1,239,1555,1320,7299,6646,653,3,1248
Leek,GM0022,22,Leek,Gemeente,GM0022,19536,9601,49.1,9935,50.9,3356,17.2,2122,10.9,4100,21,5925,30.3,4033,20.6,8480,43.4,8583,43.9,1342,6.9,1131,5.8,1030,5.3,651,3.3,18,0.1,47,0.2,101,0.5,65,0.3,420,2.1,8215,2431,29.6,2725,33.2,3059,37.2,2.3,309,8498,183,86,14,84,16,1650,120,315,405,125,155,360,170,9830,2540,7290,7540,2290,1.2,156,1435,935,6428,6318,110,4,734
Loppersum,GM0024,24,Loppersum,Gemeente,GM0024,10042,5080,50.6,4962,49.4,1660,16.5,1075,10.7,2029,20.2,3265,32.5,2013,20,4342,43.2,4437,44.2,710,7.1,553,5.5,412,4.1,202,2,3,0,42,0.4,24,0.2,11,0.1,122,1.2,4370,1374,31.4,1507,34.5,1489,34.1,2.3,90,4648,144,91,9,95,5,860,195,145,125,65,50,165,110,5105,1110,3995,3910,1195,1.2,46,790,730,11199,11104,95,5,207
Marum,GM0025,25,Marum,Gemeente,GM0025,10305,5304,51.5,5001,48.5,1718,16.7,1264,12.3,2217,21.5,3272,31.8,1834,17.8,4670,45.3,4530,44,613,5.9,492,4.8,446,4.3,203,2,1,0,13,0.1,35,0.3,12,0.1,142,1.4,4177,1090,26.1,1384,33.1,1703,40.8,2.4,160,4291,209,93,7,85,15,900,145,170,210,55,65,175,80,5695,1385,4310,3920,1770,1.4,88,925,665,6489,6446,43,5,331
Almere,GM0034,34,Almere,Gemeente,GM0034,198145,98240,49.6,99905,50.4,39000,19.7,26064,13.2,55014,27.8,58314,29.4,19753,10,102443,51.7,72278,36.5,17898,9,5526,2.8,20347,10.3,58823,29.7,7691,3.9,4882,2.5,22379,11.3,3543,1.8,20328,10.3,82509,25592,31,20094,24.4,36823,44.6,2.4,1533,79721,181,74,26,70,30,14840,90,2000,3365,1965,1090,4385,1945,239655,189570,50085,109610,130045,.,.,32370,6855,24877,12924,11953,2,1570
Stadskanaal,GM0037,37,Stadskanaal,Gemeente,GM0037,32621,16181,49.6,16440,50.4,4939,15.1,3558,10.9,6993,21.4,9450,29,7681,23.5,13106,40.2,14573,44.7,2475,7.6,2467,7.6,1491,4.6,1301,4,35,0.1,43,0.1,128,0.4,22,0.1,1073,3.3,14489,4878,33.7,4943,34.1,4668,32.2,2.2,277,15282,136,78,22,88,12,2160,155,395,595,150,215,350,305,16255,3965,12285,13060,3195,1.1,138,2350,1625,11994,11764,231,4,838
Slochteren,GM0040,40,Slochteren,Gemeente,GM0040,15698,7994,50.9,7704,49.1,2734,17.4,1671,10.6,3341,21.3,5073,32.3,2879,18.3,6986,44.5,6947,44.3,988,6.3,777,4.9,683,4.4,343,2.2,6,0,68,0.4,43,0.3,13,0.1,213,1.4,6579,1741,26.5,2324,35.3,2514,38.2,2.4,104,6787,188,93,7,85,15,1340,210,255,275,100,95,245,155,8775,2330,6445,6775,2000,1.3,58,1545,1215,15887,15052,835,5,214
Veendam,GM0047,47,Veendam,Gemeente,GM0047,27467,13641,49.7,13826,50.3,4348,15.8,2905,10.6,6110,22.2,8317,30.3,5787,21.1,11407,41.5,11932,43.4,2282,8.3,1846,6.7,1466,5.3,1864,6.8,33,0.1,99,0.4,280,1,894,3.3,558,2,12357,4041,32.7,4094,33.1,4222,34.2,2.2,361,12723,141,79,21,90,10,1675,80,295,490,100,150,355,200,13975,3795,10175,11230,2740,1.1,184,1515,1440,7868,7600,268,4,990
Vlagtwedde,GM0048,48,Vlagtwedde,Gemeente,GM0048,16422,8282,50.4,8140,49.6,2334,14.2,1904,11.6,3234,19.7,5010,30.5,3940,24,6472,39.4,7499,45.7,1178,7.2,1273,7.8,890,5.4,1072,6.5,17,0.1,11,0.1,35,0.2,20,0.1,989,6,7688,2831,36.8,2631,34.2,2226,29,2.1,98,7724,166,82,18,89,11,1275,240,250,285,65,90,205,145,8805,2115,6690,6785,2020,1.1,53,1370,955,17056,16740,316,5,355
Zeewolde,GM0050,50,Zeewolde,Gemeente,GM0050,22113,11361,51.4,10752,48.6,4362,19.7,3269,14.8,5334,24.1,6658,30.1,2490,11.3,10481,47.4,9449,42.7,1599,7.2,584,2.6,2613,11.8,1060,4.8,78,0.4,106,0.5,138,0.6,62,0.3,676,3.1,9108,2766,30.4,2501,27.5,3841,42.2,2.4,89,8166,229,86,14,72,28,2350,310,310,510,170,220,610,220,13890,7025,6870,8795,5095,1.5,56,2205,1040,26886,24748,2137,4,787
Winsum,GM0053,53,Winsum,Gemeente,GM0053,13633,6755,49.5,6878,50.5,2449,18,1439,10.6,2664,19.5,4268,31.3,2813,20.6,5905,43.3,6097,44.7,906,6.6,725,5.3,637,4.7,313,2.3,2,0,53,0.4,27,0.2,3,0,228,1.7,5828,1772,30.4,1942,33.3,2114,36.3,2.3,135,6029,165,93,7,90,10,1035,160,160,200,60,60,245,140,6295,1615,4680,4930,1365,1.1,62,755,620,10253,10110,144,5,432
Zuidhorn,GM0056,56,Zuidhorn,Gemeente,GM0056,18794,9364,49.8,9430,50.2,3703,19.7,2120,11.3,4071,21.7,5388,28.7,3512,18.7,8406,44.7,8446,44.9,1031,5.5,911,4.8,831,4.4,431,2.3,2,0,30,0.2,59,0.3,10,0.1,330,1.8,7543,2074,27.5,2436,32.3,3033,40.2,2.5,150,7789,182,91,9,85,15,1435,215,265,265,125,95,295,170,9020,2365,6655,6790,2230,1.2,72,1625,850,12837,12548,289,5,410
Dongeradeel,GM0058,58,Dongeradeel,Gemeente,GM0058,23932,11974,50,11958,50,4265,17.8,2831,11.8,5176,21.6,6764,28.3,4896,20.5,10807,45.2,10255,42.9,1505,6.3,1365,5.7,800,3.3,526,2.2,14,0.1,44,0.2,52,0.2,5,0,411,1.7,10230,3400,33.2,3219,31.5,3611,35.3,2.3,144,10886,143,88,12,91,9,1835,320,345,470,110,125,280,190,11575,2605,8970,8350,3230,1.1,70,2035,1040,26692,16651,10040,4,546
Achtkarspelen,GM0059,59,Achtkarspelen,Gemeente,GM0059,28007,14239,50.8,13768,49.2,5224,18.7,3209,11.5,6646,23.7,7822,27.9,5106,18.2,12599,45,12117,43.3,1709,6.1,1582,5.6,624,2.2,497,1.8,16,0.1,19,0.1,24,0.1,6,0,432,1.5,11610,3377,29.1,3694,31.8,4539,39.1,2.4,274,11946,159,89,11,91,9,2260,190,610,610,130,130,345,245,14100,2970,11130,10090,4010,1.2,138,2505,1190,10398,10226,172,5,421
Ameland,GM0060,60,Ameland,Gemeente,GM0060,3611,1792,49.6,1819,50.4,626,17.3,330,9.1,839,23.2,1030,28.5,786,21.8,1648,45.6,1563,43.3,187,5.2,213,5.9,176,4.9,58,1.6,6,0.2,6,0.2,1,0,0,0,45,1.2,1632,594,36.4,521,31.9,517,31.7,2.2,62,1674,222,82,18,91,9,530,45,70,195,30,40,80,65,1725,355,1370,1550,175,1.1,29,415,285,26850,5865,20984,5,249
het Bildt,GM0063,63,het Bildt,Gemeente,GM0063,10525,5338,50.7,5187,49.3,1803,17.1,1231,11.7,2228,21.2,3172,30.1,2091,19.9,4769,45.3,4427,42.1,716,6.8,613,5.8,509,4.8,437,4.2,5,0,15,0.1,12,0.1,7,0.1,398,3.8,4529,1505,33.2,1458,32.2,1566,34.6,2.3,114,4696,141,92,8,89,11,840,145,160,200,50,45,140,100,5265,1050,4215,3925,1335,1.2,57,1020,660,11648,9233,2415,5,295
Franekeradeel,GM0070,70,Franekeradeel,Gemeente,GM0070,20265,10203,50.3,10062,49.7,3343,16.5,2280,11.3,4451,22,6023,29.7,4168,20.6,9054,44.7,8603,42.5,1501,7.4,1107,5.5,1176,5.8,592,2.9,64,0.3,55,0.3,72,0.4,28,0.1,373,1.8,8961,3047,34,2936,32.8,2978,33.2,2.2,198,9501,139,86,14,89,11,1610,215,320,360,95,110,340,170,9545,2415,7130,7385,2160,1.1,93,1515,930,10917,10259,658,4,693
Harlingen,GM0072,72,Harlingen,Gemeente,GM0072,15813,7970,50.4,7843,49.6,2552,16.1,1770,11.2,3280,20.7,4625,29.2,3586,22.7,6977,44.1,6389,40.4,1450,9.2,997,6.3,1238,7.8,660,4.2,97,0.6,21,0.1,94,0.6,49,0.3,399,2.5,7424,2870,38.7,2308,31.1,2246,30.3,2.1,633,7533,149,77,23,87,13,1410,60,270,320,225,95,290,150,6765,1920,4845,5115,1650,0.9,271,955,675,38767,2496,36270,3,1032
Heerenveen,GM0074,74,Heerenveen,Gemeente,GM0074,50290,24890,49.5,25400,50.5,8509,16.9,5600,11.1,11452,22.8,14407,28.6,10322,20.5,22808,45.4,20515,40.8,3932,7.8,3035,6,2760,5.5,2825,5.6,319,0.6,173,0.3,304,0.6,541,1.1,1488,3,22397,7714,34.4,7094,31.7,7589,33.9,2.2,265,23230,183,75,25,84,16,4400,280,725,1020,340,370,1175,490,24525,7145,17380,17680,6845,1.1,129,4710,2275,19817,19013,804,3,1086
Kollumerland en Nieuwkruisland,GM0079,79,Kollumerland en Nieuwkruisland,Gemeente,GM0079,12811,6581,51.4,6230,48.6,2250,17.6,1546,12.1,2910,22.7,3721,29,2384,18.6,5829,45.5,5561,43.4,703,5.5,718,5.6,313,2.4,244,1.9,7,0.1,9,0.1,19,0.1,2,0,207,1.6,5312,1596,30,1660,31.3,2056,38.7,2.4,117,5426,164,90,10,92,8,1060,170,230,280,50,45,175,110,6530,1340,5190,4730,1805,1.2,60,1140,600,11635,10960,675,5,355
Leeuwarden,GM0080,80,Leeuwarden,Gemeente,GM0080,107897,53407,49.5,54490,50.5,16565,15.4,16854,15.6,28406,26.3,27754,25.7,18318,17,58831,54.5,34660,32.1,9267,8.6,5139,4.8,8362,7.7,9814,9.1,1019,0.9,1220,1.1,1437,1.3,494,0.5,5644,5.2,55231,26046,47.2,14528,26.3,14657,26.5,1.9,699,54245,132,62,38,88,12,8005,175,1045,2015,720,585,2210,1250,43600,13110,30495,33895,9710,0.8,282,4880,3465,17023,15441,1582,2,2209
Leeuwarderadeel,GM0081,81,Leeuwarderadeel,Gemeente,GM0081,10175,5075,49.9,5100,50.1,1606,15.8,1175,11.5,2024,19.9,3184,31.3,2186,21.5,4301,42.3,4754,46.7,590,5.8,530,5.2,426,4.2,335,3.3,19,0.2,40,0.4,26,0.3,15,0.1,235,2.3,4203,1127,26.8,1548,36.8,1528,36.4,2.4,249,4352,166,93,7,93,7,695,75,115,160,50,55,145,100,4970,1380,3590,3890,1080,1.2,121,560,495,4146,4090,57,4,547
Ooststellingwerf,GM0085,85,Ooststellingwerf,Gemeente,GM0085,25571,12766,49.9,12805,50.1,4002,15.7,2734,10.7,5336,20.9,7811,30.5,5688,22.2,10840,42.4,11165,43.7,1909,7.5,1657,6.5,1136,4.4,531,2.1,14,0.1,24,0.1,44,0.2,13,0.1,436,1.7,11062,3426,31,3837,34.7,3799,34.3,2.3,114,11172,170,91,9,92,8,2125,365,350,515,95,140,415,245,13345,3235,10110,9665,3680,1.2,60,2295,1745,22611,22397,215,5,477
Opsterland,GM0086,86,Opsterland,Gemeente,GM0086,29830,14912,50,14918,50,5179,17.4,3433,11.5,6147,20.6,9191,30.8,5880,19.7,13179,44.2,13055,43.8,1912,6.4,1684,5.6,1050,3.5,679,2.3,18,0.1,78,0.3,52,0.2,26,0.1,505,1.7,12380,3643,29.4,4153,33.5,4584,37,2.4,133,12873,192,87,13,85,15,2600,360,500,585,140,155,565,300,15565,3720,11845,11005,4560,1.3,69,2245,1785,22764,22448,316,5,394
Schiermonnikoog,GM0088,88,Schiermonnikoog,Gemeente,GM0088,919,468,50.9,451,49.1,119,12.9,80,8.7,187,20.3,282,30.7,251,27.3,368,40,399,43.4,83,9,69,7.5,62,6.7,15,1.6,0,0,6,0.7,0,0,0,0,9,1,504,252,50,148,29.4,104,20.6,1.8,25,583,234,81,19,92,8,120,10,10,50,10,5,15,20,320,75,245,270,50,0.6,9,70,20,19907,3704,16203,5,308
Smallingerland,GM0090,90,Smallingerland,Gemeente,GM0090,55439,27552,49.7,27887,50.3,9489,17.1,6366,11.5,12893,23.3,15661,28.2,11030,19.9,25208,45.5,22923,41.3,4218,7.6,3090,5.6,2864,5.2,2848,5.1,190,0.3,342,0.6,301,0.5,87,0.2,1928,3.5,24276,8379,34.5,7505,30.9,8392,34.6,2.2,471,25391,158,78,22,85,15,3930,180,715,1035,315,305,945,435,30335,11195,19140,20640,9695,1.2,258,4930,2260,12617,11766,851,3,1327
Terschelling,GM0093,93,Terschelling,Gemeente,GM0093,4870,2591,53.2,2279,46.8,619,12.7,797,16.4,1053,21.6,1341,27.5,1060,21.8,2361,48.5,1882,38.6,355,7.3,272,5.6,261,5.4,69,1.4,1,0,21,0.4,4,0.1,1,0,42,0.9,2566,1261,49.1,709,27.6,596,23.2,1.9,58,2229,295,83,17,86,14,690,35,95,270,40,55,110,90,2195,430,1765,1905,295,0.9,26,635,290,67399,8345,59054,5,237
Vlieland,GM0096,96,Vlieland,Gemeente,GM0096,1083,525,48.5,558,51.5,136,12.6,118,10.9,254,23.5,360,33.2,215,19.9,502,46.4,425,39.2,101,9.3,55,5.1,96,8.9,19,1.8,1,0.1,2,0.2,3,0.3,0,0,13,1.2,576,273,47.4,184,31.9,119,20.7,1.8,31,540,238,82,18,92,8,175,0,20,65,20,10,30,25,380,70,305,335,45,0.7,11,140,60,31580,3544,28036,5,195
Weststellingwerf,GM0098,98,Weststellingwerf,Gemeente,GM0098,25520,12763,50,12757,50,4063,15.9,2689,10.5,5456,21.4,7629,29.9,5683,22.3,10836,42.5,11175,43.8,1778,7,1731,6.8,1038,4.1,854,3.3,187,0.7,114,0.4,69,0.3,18,0.1,466,1.8,11077,3470,31.3,3822,34.5,3785,34.2,2.3,116,11495,173,88,12,88,12,2345,410,475,565,100,130,390,280,13215,2945,10270,9290,3925,1.2,60,2135,1670,22845,22071,773,4,672
Assen,GM0106,106,Assen,Gemeente,GM0106,67061,33027,49.2,34034,50.8,11782,17.6,7286,10.9,16196,24.2,19449,29,12348,18.4,31234,46.6,26423,39.4,5905,8.8,3499,5.2,5426,8.1,4394,6.6,308,0.5,357,0.5,450,0.7,352,0.5,2927,4.4,30134,11108,36.9,8776,29.1,10250,34,2.2,819,30691,161,71,29,80,20,4155,75,500,1135,365,345,1115,620,31770,10835,20935,24090,7680,1.1,388,3380,3340,8345,8188,157,2,1525
Coevorden,GM0109,109,Coevorden,Gemeente,GM0109,35381,17643,49.9,17738,50.1,5617,15.9,3703,10.5,7247,20.5,10981,31,7833,22.1,14586,41.2,16124,45.6,2291,6.5,2380,6.7,1820,5.1,1157,3.3,19,0.1,48,0.1,79,0.2,148,0.4,863,2.4,15249,4601,30.2,5421,35.5,5227,34.3,2.3,120,15342,185,87,13,90,10,2860,425,425,750,140,240,560,325,18680,5035,13645,13845,4835,1.2,63,2655,2295,29969,29596,373,5,491
Emmen,GM0114,114,Emmen,Gemeente,GM0114,107584,53390,49.6,54194,50.4,16641,15.5,11921,11.1,24005,22.3,32315,30,22702,21.1,45865,42.6,46072,42.8,8615,8,7032,6.5,7628,7.1,4831,4.5,384,0.4,385,0.4,430,0.4,873,0.8,2759,2.6,47855,15778,33,15622,32.6,16455,34.4,2.2,321,49118,148,80,20,86,14,7490,450,1370,2200,465,695,1390,915,54965,14810,40150,44240,10725,1.1,164,7165,4965,34626,33517,1109,4,842
Hoogeveen,GM0118,118,Hoogeveen,Gemeente,GM0118,55240,27563,49.9,27677,50.1,9696,17.6,6231,11.3,13239,24,14932,27,11142,20.2,24337,44.1,23830,43.1,3719,6.7,3354,6.1,3039,5.5,2472,4.5,88,0.2,168,0.3,185,0.3,292,0.5,1739,3.1,23659,7728,32.7,7518,31.8,8413,35.6,2.3,433,24504,161,75,25,85,15,3930,210,770,1220,230,350,730,425,26345,6910,19440,19955,6390,1.1,207,4095,2570,12925,12752,173,3,1168
Meppel,GM0119,119,Meppel,Gemeente,GM0119,32794,16040,48.9,16754,51.1,5847,17.8,3483,10.6,8048,24.5,9344,28.5,6072,18.5,14772,45,13580,41.4,2687,8.2,1755,5.4,1760,5.4,1783,5.4,625,1.9,71,0.2,192,0.6,31,0.1,864,2.6,14526,5009,34.5,4435,30.5,5082,35,2.2,590,15177,182,74,26,84,16,2550,100,345,685,195,225,680,320,15385,4870,10515,11420,3965,1.1,277,1770,1520,5703,5555,147,3,1238
Littenseradiel,GM0140,140,Littenseradiel,Gemeente,GM0140,10833,5511,50.9,5322,49.1,2006,18.5,1284,11.9,2260,20.9,3349,30.9,1934,17.9,5040,46.5,4703,43.4,599,5.5,491,4.5,376,3.5,150,1.4,6,0.1,9,0.1,11,0.1,4,0,120,1.1,4418,1217,27.5,1502,34,1699,38.5,2.4,83,4515,184,95,5,90,10,1130,270,225,155,70,50,220,140,5585,1235,4350,3915,1670,1.3,43,1005,600,13264,13067,198,5,129
Almelo,GM0141,141,Almelo,Gemeente,GM0141,72425,36115,49.9,36310,50.1,12494,17.3,8437,11.6,17848,24.6,20216,27.9,13430,18.5,32847,45.4,29552,40.8,5880,8.1,4146,5.7,7182,9.9,10874,15,551,0.8,293,0.4,316,0.4,5827,8,3887,5.4,31695,11033,34.8,9185,29,11477,36.2,2.2,1076,32417,151,72,28,88,12,4870,120,845,1475,315,520,1035,560,32585,9180,23405,26380,6205,1,484,4295,2435,6941,6731,210,2,1554
Borne,GM0147,147,Borne,Gemeente,GM0147,22343,11213,50.2,11130,49.8,3940,17.6,2375,10.6,5038,22.5,6418,28.7,4572,20.5,9482,42.4,10251,45.9,1338,6,1272,5.7,1468,6.6,999,4.5,2,0,31,0.1,24,0.1,321,1.4,621,2.8,9302,2567,27.6,3165,34,3570,38.4,2.4,859,9316,205,85,15,83,17,1670,55,245,435,110,225,400,205,11070,3350,7720,9095,1975,1.2,426,1245,1065,2616,2600,16,3,1208
Dalfsen,GM0148,148,Dalfsen,Gemeente,GM0148,27916,14138,50.6,13778,49.4,5050,18.1,3299,11.8,5901,21.1,8216,29.4,5450,19.5,12100,43.3,13246,47.4,1081,3.9,1489,5.3,877,3.1,483,1.7,8,0,27,0.1,29,0.1,9,0,410,1.5,11073,2816,25.4,3805,34.4,4452,40.2,2.5,169,11391,252,88,12,81,19,2485,480,360,530,125,230,500,255,15405,3620,11780,11830,3575,1.4,93,2935,2235,16652,16512,140,5,492
Deventer,GM0150,150,Deventer,Gemeente,GM0150,98869,48938,49.5,49931,50.5,17179,17.4,11655,11.8,26083,26.4,27300,27.6,16652,16.8,48608,49.2,37693,38.1,7573,7.7,4995,5.1,8689,8.8,12368,12.5,363,0.4,537,0.5,635,0.6,6613,6.7,4220,4.3,44658,16736,37.5,12668,28.4,15254,34.2,2.2,753,43643,183,68,32,85,15,7045,295,770,1690,570,635,2080,1000,42070,11645,30420,33285,8785,0.9,321,4080,3435,13433,13125,308,2,1724
Enschede,GM0153,153,Enschede,Gemeente,GM0153,158351,80419,50.8,77932,49.2,24857,15.7,24270,15.3,42220,26.7,40175,25.4,26829,16.9,81780,51.6,55718,35.2,12596,8,8257,5.2,19747,12.5,24973,15.8,2037,1.3,1017,0.6,1976,1.2,8823,5.6,11120,7,77027,33939,44.1,20311,26.4,22777,29.6,2,1123,75056,154,63,37,86,14,10790,175,1320,2940,1045,1130,2695,1480,65755,17470,48285,55540,10215,0.9,466,6495,5205,14272,14099,173,2,2096
Haaksbergen,GM0158,158,Haaksbergen,Gemeente,GM0158,24332,12220,50.2,12112,49.8,3992,16.4,2644,10.9,4928,20.3,7415,30.5,5353,22,10403,42.8,11073,45.5,1321,5.4,1535,6.3,1648,6.8,1242,5.1,81,0.3,17,0.1,30,0.1,626,2.6,488,2,9968,2730,27.4,3401,34.1,3837,38.5,2.4,232,10162,211,85,15,88,12,2010,270,330,495,95,230,385,200,12565,3240,9325,10540,2025,1.3,120,1665,1365,10550,10482,68,3,1002
Hardenberg,GM0160,160,Hardenberg,Gemeente,GM0160,59687,30181,50.6,29506,49.4,11179,18.7,7443,12.5,13692,22.9,17010,28.5,10363,17.4,26746,44.8,26981,45.2,2876,4.8,3084,5.2,2220,3.7,1271,2.1,44,0.1,69,0.1,81,0.1,91,0.2,986,1.7,23418,6261,26.7,7543,32.2,9614,41.1,2.5,191,23864,200,86,14,83,17,4595,760,840,1185,230,365,760,460,30585,7085,23500,22990,7595,1.3,98,5055,3635,31715,31226,489,4,533
Hellendoorn,GM0163,163,Hellendoorn,Gemeente,GM0163,35651,17816,50,17835,50,6175,17.3,3942,11.1,7962,22.3,10362,29.1,7210,20.2,15229,42.7,16388,46,1828,5.1,2206,6.2,1464,4.1,854,2.4,12,0,19,0.1,29,0.1,170,0.5,624,1.8,14399,3878,26.9,4880,33.9,5641,39.2,2.4,258,14526,219,85,15,88,12,2560,315,435,660,125,280,450,290,18495,5365,13130,14665,3830,1.3,134,2295,2000,13899,13798,102,4,799
Hengelo,GM0164,164,Hengelo,Gemeente,GM0164,81075,40554,50,40521,50,13538,16.7,9360,11.5,20105,24.8,22851,28.2,15221,18.8,38025,46.9,32387,39.9,6093,7.5,4570,5.6,7832,9.7,10010,12.3,258,0.3,516,0.6,487,0.6,4676,5.8,4073,5,36874,13761,37.3,10736,29.1,12377,33.6,2.2,1331,37888,166,70,30,88,12,6025,95,770,1610,505,660,1600,780,40655,13365,27290,32580,8075,1.1,668,4310,3665,6183,6089,94,2,1812
Kampen,GM0166,166,Kampen,Gemeente,GM0166,51950,25843,49.7,26107,50.3,10525,20.3,6450,12.4,13221,25.4,13366,25.7,8388,16.1,23325,44.9,23607,45.4,2686,5.2,2332,4.5,2060,4,2589,5,44,0.1,160,0.3,118,0.2,969,1.9,1298,2.5,20950,6274,29.9,6448,30.8,8228,39.3,2.4,365,21343,192,77,23,83,17,4050,390,830,975,260,405,735,450,21315,5760,15555,16590,4725,1,150,3315,1885,16179,14227,1952,3,1406
Losser,GM0168,168,Losser,Gemeente,GM0168,22444,11260,50.2,11184,49.8,3604,16.1,2439,10.9,4611,20.5,6956,31,4834,21.5,9304,41.5,10543,47,1293,5.8,1304,5.8,2557,11.4,668,3,14,0.1,26,0.1,37,0.2,200,0.9,391,1.7,9200,2410,26.2,3308,36,3482,37.8,2.4,227,9559,203,85,15,84,16,1650,240,235,450,80,155,290,195,11565,3115,8450,9805,1765,1.3,117,1210,1060,9962,9876,86,4,730
